t,D0.2,D0.5,D0.8,D1.0,D1.2
18.019009504752376,0.9951675830769128,1.0001143343862056,1.0000008201260038,0.9999997157951415,0.9999113351549229
18.029014507253628,0.9949098303011764,1.0001144732205878,1.0000008111575713,0.9999997184764162,0.9999118099592014
18.039019509754876,0.9946536154948946,1.000114599271306,1.0000008022510127,0.9999997211324722,0.9999122822208812
18.04902451225613,0.9943989581110682,1.000114712653069,1.0000007934062298,0.9999997237635456,0.9999127519535783
18.059029514757377,0.9941458773694171,1.0001148134807043,1.00000078462312,0.9999997263698708,0.9999132191708355
18.06903451725863,0.9938943922553924,1.0001149018691475,1.0000007759015759,0.9999997289516797,0.999913683886123
18.079039519759878,0.9936445215192156,1.0001149779334289,1.000000767241486,0.999999731509202,0.999914146112839
18.08904452226113,0.993396283674944,1.0001150417886606,1.0000007586427342,0.9999997340426655,0.9999146058643099
18.099049524762382,0.9931496969995657,1.0001150935500256,1.0000007501052004,0.9999997365522958,0.9999150631537908
18.10905452726363,0.9929047795321196,1.000115133332764,1.0000007416287604,0.9999997390383163,0.9999155179944657
18.119059529764883,0.9926615490728444,1.0001151612521624,1.0000007332132854,0.9999997415009484,0.999915970399448
18.12906453226613,0.9924200231823536,1.0001151774235406,1.000000724858643,0.9999997439404114,0.9999164203817812
18.139069534767383,0.9921802191808382,1.0001151819622411,1.0000007165646971,0.9999997463569223,0.9999168679544385
18.149074537268636,0.9919421541472975,1.0001151749836166,1.000000708331307,0.9999997487506967,0.9999173131303238
18.159079539769884,0.9917058449187953,1.0001151566030184,1.0000007001583286,0.9999997511219476,0.9999177559222721
18.169084542271136,0.9914713080897448,1.0001151269357853,1.0000006920456146,0.9999997534708862,0.9999181963430492
18.179089544772385,0.9912385600112196,1.0001150860972319,1.0000006839930131,0.9999997557977218,0.9999186344053531
18.189094547273637,0.9910076167902923,1.0001150342026375,1.0000006760003695,0.9999997581026617,0.9999190701218135
18.199099549774886,0.9907784942893999,1.000114971367235,1.000000668067525,0.9999997603859112,0.9999195035049924
18.209104552276138,0.9905512081257365,1.0001148977062,1.0000006601943179,0.9999997626476738,0.9999199345673846
18.21910955477739,0.9903257736706722,1.0001148133346394,1.0000006523805829,0.9999997648881509,0.9999203633214181
18.22911455727864,0.9901022060491997,1.0001147183675814,1.0000006446261513,0.9999997671075422,0.9999207897794543
18.23911955977989,0.9898805201394073,1.000114612919964,1.0000006369308518,0.9999997693060456,0.9999212139537883
18.24912456228114,0.9896607305719785,1.0001144971066251,1.0000006292945092,0.9999997714838569,0.9999216358566494
18.25912956478239,0.9894428517297186,1.0001143710422917,1.0000006217169455,0.9999997736411702,0.9999220555002015
18.26913456728364,0.9892268977471081,1.0001142348415697,1.0000006141979798,0.9999997757781779,0.9999224728965433
18.279139569784892,0.9890128825098826,1.0001140886189337,1.0000006067374283,0.9999997778950703,0.9999228880577088
18.289144572286144,0.9888008196546386,1.000113932488717,1.000000599335104,0.9999997799920364,0.9999233009956673
18.299149574787393,0.9885907225684667,1.000113766565101,1.0000005919908173,0.9999997820692629,0.9999237117223242
18.309154577288645,0.9883826043886106,1.0001135909621064,1.000000584704376,0.999999784126935,0.9999241202495213
18.319159579789893,0.9881764780021526,1.0001134057935825,1.000000577475585,0.9999997861652363,0.9999245265890365
